Vervet-AGM gene name	Gene name
ZNF584	ZNF584
ZNF584	ZNF584
ZNF584	ZNF584
	SOWAHCP2
NEK7	NEK7
NEK7	NEK7
NEK7	NEK7
NEK7	NEK7
NEK7	NEK7
NEK7	NEK7
NEK7	NEK7
NEK7	NEK7
	CR392039.2
	TEKT4P2
	TEKT4P2
TRIM56	TRIM56
TRIM56	TRIM56
TRIM56	TRIM56
TRIM56	TRIM56
CBARP	CBARP
CBARP	CBARP
CBARP	CBARP
CBARP	CBARP
CBARP	CBARP
CBARP	CBARP
CBARP	CBARP
MAGEH1	MAGEH1
	ZNF324B
	ZNF324B
	ZNF324B
	ZNF324B
	ZNF324B
	ZNF324B
USP51	USP51
USP51	USP51
	AC066616.1
	MTCYBP23
	HMGB2P1
	MTCO3P23
	AC018904.2
MIER2	MIER2
MIER2	MIER2
MIER2	MIER2
MIER2	MIER2
MIER2	MIER2
MIER2	MIER2
MIER2	MIER2
	MTND3P12
	AC025431.1
	CSPG4P11
	AC084781.2
	AC066616.2
	AC012313.1
	AC012313.1
	AC012313.1
	AC012313.1
	AC012653.2
	MTND5P32
	AC012313.4
	AC012313.8
	AC012653.1
	AC012313.5
	AL450352.1
TFAP2B	TFAP2B
TFAP2B	TFAP2B
TFAP2B	TFAP2B
	RPL39P14
ZNF132	ZNF132
ZNF132	ZNF132
ZNF132	ZNF132
	SUMO1
	SUMO1
	SUMO1
	SUMO1
	SUMO1
	SUMO1
	SUMO1
	SUMO1
	SUMO1
	SUMO1
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
ALDH1A2	ALDH1A2
	AC016588.1
ATP6V1G3	ATP6V1G3
ATP6V1G3	ATP6V1G3
ATP6V1G3	ATP6V1G3
ATP6V1G3	ATP6V1G3
	UQCRHP1
	RPS17P5
	TMEM97
	TMEM97
	TMEM97
	TMEM97
	TMEM97
RWDD2A	RWDD2A
	RNF39
	RNF39
	AC092135.3
	AC092135.2
	AC092135.1
	PPIAP51
	AC092139.2
	PPP1R11
	PPP1R11
	PPP1R11
	PPP1R11
	PPP1R11
	PPP1R11
	AC092139.3
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
CMIP	CMIP
	AP000646.1
	AP000646.1
	RPL39P31
DOP1A	DOP1A
DOP1A	DOP1A
DOP1A	DOP1A
DOP1A	DOP1A
DOP1A	DOP1A
DOP1A	DOP1A
DOP1A	DOP1A
	AC010653.2
SLC27A5	SLC27A5
SLC27A5	SLC27A5
SLC27A5	SLC27A5
SLC27A5	SLC27A5
SLC27A5	SLC27A5
SLC27A5	SLC27A5
SLC27A5	SLC27A5
SLC27A5	SLC27A5
	AL157402.1
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
TBCEL	TBCEL
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
MCF2	MCF2
AMH	AMH
AMH	AMH
AMH	AMH
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
IST1	IST1
	AC012313.7
	AC012313.9
	AC034228.2
	ACSL6-AS1
	ZNF324
	ZNF324
	ZNF324
	ZNF324
	AP002364.1
	AC034228.3
	AC034228.3
	AL162231.3
RHCG	RHCG
RHCG	RHCG
RHCG	RHCG
RHCG	RHCG
RHCG	RHCG
RHCG	RHCG
RHCG	RHCG
SLC52A1	SLC52A1
SLC52A1	SLC52A1
SLC52A1	SLC52A1
SLC52A1	SLC52A1
SLC52A1	SLC52A1
	AC034228.1
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	IL11RA
	MEIKIN
	MEIKIN
	MEIKIN
	MEIKIN
	MEIKIN
	AC084781.1
	LIPC-AS1
ZNF446	ZNF446
ZNF446	ZNF446
ZNF446	ZNF446
ZNF446	ZNF446
ZNF446	ZNF446
ZNF446	ZNF446
ZNF446	ZNF446
ZNF446	ZNF446
LIPC	LIPC
LIPC	LIPC
LIPC	LIPC
LIPC	LIPC
LIPC	LIPC
LIPC	LIPC
LIPC	LIPC
	AC108058.1
	AC108058.1
DENND2C	DENND2C
DENND2C	DENND2C
DENND2C	DENND2C
DENND2C	DENND2C
DENND2C	DENND2C
DENND2C	DENND2C
	AC023274.2
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
IFT20	IFT20
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
TJAP1	TJAP1
ZBTB45	ZBTB45
ZBTB45	ZBTB45
ZBTB45	ZBTB45
ZBTB45	ZBTB45
ZBTB45	ZBTB45
TECTA	TECTA
TECTA	TECTA
TECTA	TECTA
TECTA	TECTA
TECTA	TECTA
TECTA	TECTA
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	ACSL6
	AC012146.2
AQP9	AQP9
AQP9	AQP9
AQP9	AQP9
AQP9	AQP9
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
TRIM28	TRIM28
	AL590410.1
	SNX18P12
	CR381653.1
	CR381653.1
	CR381653.1
	CR381653.1
	CR381653.1
	CR381653.1
	CR381653.1
	AL627224.2
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	AP001993.1
	TRIM10
	TRIM10
FOXR2	FOXR2
PKN3	PKN3
PKN3	PKN3
PKN3	PKN3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
PGM3	PGM3
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	LGALS9C
	AL589666.1
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
CACNA1E	CACNA1E
	KANSL1L-AS1
	KANSL1L-AS1
ZDHHC12	ZDHHC12
ZDHHC12	ZDHHC12
ZDHHC12	ZDHHC12
ZDHHC12	ZDHHC12
ZDHHC12	ZDHHC12
SYNCRIP	SYNCRIP
SYNCRIP	SYNCRIP
SYNCRIP	SYNCRIP
SYNCRIP	SYNCRIP
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	RPE
	AC241520.1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
MAGED1	MAGED1
	AC012146.3
	LINC01586
	LINC01586
	LINC01586
	LINC01586
	LINC01586
	PTCHD1-AS
	PHEX-AS1
PHEX	PHEX
PHEX	PHEX
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
GALT	GALT
KCNH4	KCNH4
KCNH4	KCNH4
	AL034405.1
	AL034405.1
	AL034405.1
UTP14A	UTP14A
UTP14A	UTP14A
UTP14A	UTP14A
UTP14A	UTP14A
	AC079610.1
ZFP3	ZFP3
	LINC01953
	AC079610.2
	EEF1E1P1
AP3S1	AP3S1
AP3S1	AP3S1
AP3S1	AP3S1
AP3S1	AP3S1
AP3S1	AP3S1
AP3S1	AP3S1
AP3S1	AP3S1
AP3S1	AP3S1
HCRT	HCRT
	SPAG16-DT
	SUMO2P1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
PDK1	PDK1
CHMP2A	CHMP2A
CHMP2A	CHMP2A
CHMP2A	CHMP2A
CHMP2A	CHMP2A
CHMP2A	CHMP2A
CHMP2A	CHMP2A
CHMP2A	CHMP2A
CHMP2A	CHMP2A
PKD1L3	PKD1L3
	SALL4P2
NCLN	NCLN
NCLN	NCLN
NCLN	NCLN
NCLN	NCLN
NCLN	NCLN
NCLN	NCLN
NCLN	NCLN
NCLN	NCLN
ATXN1L	ATXN1L
ATXN1L	ATXN1L
ATXN1L	ATXN1L
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
ATG12	ATG12
THEG	THEG
THEG	THEG
THEG	THEG
THEG	THEG
	AC009127.1
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
ZNF821	ZNF821
UBE2M	UBE2M
UBE2M	UBE2M
UBE2M	UBE2M
UBE2M	UBE2M
UBE2M	UBE2M
	AIF1
	AIF1
	AIF1
	AIF1
	AIF1
	AIF1
	AL162231.2
	AL162231.2
CCL27	CCL27
CCL27	CCL27
	AL162231.1
	AL162231.1
	AL162231.1
	AL162231.1
	AL162231.1
	HMGB3
	HMGB3
	HMGB3
	HMGB3
	HMGB3
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
ITGA6	ITGA6
	AL162231.4
	AC007038.1
	AL133245.1
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
ETV5	ETV5
	AC010641.2
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
KANSL1L	KANSL1L
SERPINE1	SERPINE1
	AC010641.1
AEN	AEN
AEN	AEN
AEN	AEN
AEN	AEN
AEN	AEN
AEN	AEN
C2CD4C	C2CD4C
	AC016629.3
	AC016629.3
	AC016629.3
	AL358613.1
	RPL19P21
MZF1	MZF1
MZF1	MZF1
MZF1	MZF1
MZF1	MZF1
MZF1	MZF1
MZF1	MZF1
MZF1	MZF1
MZF1	MZF1
	RPL12P50
ANKRD66	ANKRD66
ANKRD66	ANKRD66
GPR50	GPR50
	LRP4-AS1
	LRP4-AS1
	AL161618.1
	GPR50-AS1
CYP26A1	CYP26A1
CYP26A1	CYP26A1
CYP26A1	CYP26A1
CYP26A1	CYP26A1
CYP26A1	CYP26A1
CYP26A1	CYP26A1
	KC877982.1
LRP4	LRP4
LRP4	LRP4
LRP4	LRP4
LRP4	LRP4
LRP4	LRP4
	CENPBD1P1
	CENPBD1P1
	CENPBD1P1
	CENPBD1P1
	MZF1-AS1
	MZF1-AS1
	MZF1-AS1
	MZF1-AS1
	MZF1-AS1
NUCKS1	NUCKS1
NUCKS1	NUCKS1
	AC016629.2
	AC016629.2
	AC016629.1
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
ZC3H18	ZC3H18
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
DGKG	DGKG
	AL358613.2
CYP26C1	CYP26C1
CYP26C1	CYP26C1
	AL358613.3
MDH1B	MDH1B
MDH1B	MDH1B
MDH1B	MDH1B
MDH1B	MDH1B
MDH1B	MDH1B
MDH1B	MDH1B
AP1S1	AP1S1
AP1S1	AP1S1
AP1S1	AP1S1
AP1S1	AP1S1
AP1S1	AP1S1
AP1S1	AP1S1
	AL451074.6
	AL451074.4
	ALDH9A1
	ALDH9A1
	ALDH9A1
	ALDH9A1
	ALDH9A1
SLC4A1	SLC4A1
SLC4A1	SLC4A1
SLC4A1	SLC4A1
SLC4A1	SLC4A1
SLC4A1	SLC4A1
	RPL6P6
	NIP7P1
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
BRD8	BRD8
	PHACTR3-AS1
	PHACTR3-AS1
	PHACTR3-AS1
	PHACTR3-AS1
VGF	VGF
VGF	VGF
VGF	VGF
	AL451074.2
	AL451074.2
	AL451074.3
	NRM
	NRM
	NRM
	NRM
	NRM
	NRM
	NRM
	NRM
	NRM
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
PHACTR3	PHACTR3
	XRCC6P1
	AL355802.3
	AL355802.1
FASTKD2	FASTKD2
FASTKD2	FASTKD2
FASTKD2	FASTKD2
FASTKD2	FASTKD2
FASTKD2	FASTKD2
FASTKD2	FASTKD2
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
FHL1	FHL1
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
YIPF3	YIPF3
	AF013593.1
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
GHDC	GHDC
	ITGA6-AS1
	ITGA6-AS1
	AF274853.1
	AF274853.1
	AF274853.1
	AF274853.1
	AC078883.1
	AC078883.1
	AC078883.1
	AC078883.1
	AC078883.1
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
BIRC6	BIRC6
	ETV5-AS1
VMA21	VMA21
VMA21	VMA21
VMA21	VMA21
	AL049693.1
	AC078883.2
	AL159987.2
	FTH1P5
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
SPPL2B	SPPL2B
	CR381653.2
	NCOR1P4
	NCOR1P4
	AC124864.2
	DAAM2-AS1
	DAAM2-AS1
	DAAM2-AS1
	DAAM2-AS1
	DAAM2-AS1
	DAAM2-AS1
	AC124864.3
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	GOLGA2P7
	AL159987.1
	AL159987.1
	AL592158.1
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
ISG20	ISG20
LRRC73	LRRC73
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
MOCS1	MOCS1
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
	GTF2H2C
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
XPO5	XPO5
	AL158050.2
	CNGB1
	CNGB1
	CNGB1
	CNGB1
	CNGB1
	CNGB1
	CNGB1
	CNGB1
	CNGB1
LINGO3	LINGO3
	AC005258.2
JSRP1	JSRP1
JSRP1	JSRP1
JSRP1	JSRP1
	AL133243.2
TNNI1	TNNI1
TNNI1	TNNI1
TNNI1	TNNI1
TNNI1	TNNI1
TNNI1	TNNI1
TNNI1	TNNI1
TNNI1	TNNI1
	BIRC6-AS2
	BIRC6-AS2
	BIRC6-AS2
	AL133243.1
	AL133243.4
	BIRC6-AS1
	AL133243.3
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
HMGCLL1	HMGCLL1
	RPL17P34
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
OAZ1	OAZ1
PDIA2	PDIA2
PDIA2	PDIA2
PDIA2	PDIA2
PDIA2	PDIA2
PDIA2	PDIA2
PDIA2	PDIA2
PDIA2	PDIA2
ZBTB7A	ZBTB7A
ZBTB7A	ZBTB7A
	CIRBP-AS1
	AC016586.1
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
DAAM2	DAAM2
	AC244090.1
AOC2	AOC2
AOC2	AOC2
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
POLR1C	POLR1C
PEAK3	PEAK3
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
CIRBP	CIRBP
LSM7	LSM7
LSM7	LSM7
LSM7	LSM7
LSM7	LSM7
LSM7	LSM7
LSM7	LSM7
LSM7	LSM7
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC015574.1
	AC104530.1
AOC3	AOC3
AOC3	AOC3
AOC3	AOC3
AOC3	AOC3
AOC3	AOC3
AOC3	AOC3
AOC3	AOC3
	AC005258.1
NAT16	NAT16
NAT16	NAT16
NAT16	NAT16
NAT16	NAT16
	AC096677.3
	RPL7P4
	AC104339.1
	AC022695.1
	AC022695.2
	AC022695.2
	AC022695.2
	AC022695.3
MOGAT3	MOGAT3
MOGAT3	MOGAT3
MOGAT3	MOGAT3
MOGAT3	MOGAT3
TRPC5	TRPC5
	TRPC5OS
	TRPC5OS
	TRPC5OS
	AC018692.3
	LINC02157
	LINC02157
	LINC01667
	LINC01667
	LINC01667
	LINC01667
	LINC01667
	LINC01667
	AC024337.2
	AC012409.2
	AC012409.2
	AC024337.1
	AC024337.1
	AC012409.1
	AC012409.1
	AC012409.1
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
NT5C3B	NT5C3B
	AC018692.2
	AC018692.2
	AC012409.5
	AC005191.1
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
PRPF40A	PRPF40A
	AC016251.1
	CR382285.1
	CR382285.1
	AC012409.4
	DPRXP7
	AC012409.3
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	SPAG16
	AL392112.1
	CR382285.2
NR2F2	NR2F2
NR2F2	NR2F2
NR2F2	NR2F2
NR2F2	NR2F2
NR2F2	NR2F2
RTL4	RTL4
	AC091096.1
	AC091096.1
	AC091096.1
	AC091096.1
	SHC2
	SHC2
	SHC2
	SHC2
	SHC2
	SHC2
	AC021573.1
	AC104211.2
	AC104211.2
	AC104211.2
	AC104211.2
	AC104211.2
	AC104211.4
	DGAT2L7P
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
